Geo Point;Nom;Boissons;Site web;Téléphone;Horaires;Accessible PMR;PMR (description);Toilettes PMR;Id Wikidata;Id Wikipédia;Code postal;other_tags
47.3624957,0.6735746;Bar des amis;;;;;;;;;;37300;"{""addr:housenumber"": ""17"", ""addr:city"": ""Jou\u00e9-l\u00e8s-Tours"", ""tobacco"": ""yes"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Impasse du Placier""}"
49.5071279,0.19849699999999998;Le Longchamp;;;;;;;;;;;
49.4042092,6.1568964;;;;;;;;;;;;
41.9177348,8.7394031;Bar Pierrot;;;;;;;;;;;
50.6389171,3.0582756;Maison blanche;;;;Lundi-Samedi 11h00-00h00;;;;;;59000;"{""addr:housenumber"": ""12"", ""name:fr"": ""Maison blanche"", ""addr:street"": ""Rue Royale""}"
46.152394,-1.154799;ThéoBar;;;;Lundi-Vendredi 08h00-20h00;;;;;;17000;"{""addr:housenumber"": ""4D"", ""addr:city"": ""La Rochelle"", ""addr:street"": ""Avenue Amerigo Vespucci""}"
48.7811021,3.3060091;Café de la Poste;;;;;;;;;;;
47.8391597,-0.3302663;Bar de L'Ile;;;+33 2 43 95 02 35;"Lundi-Vendredi 06h30-20h00; Samedi 06h30-19h30";;;;;;72300;"{""addr:housenumber"": ""26"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Sabl\u00e9-sur-Sarthe"", ""addr:street"": ""Rue de l'Ile""}"
50.1013135,1.446625;Creperie, Bar;;;;;;;;;;;
48.2878935,4.0772073;;;;;;;;;;;;
49.1029846,6.1796037;Le Malraux;;;;;;;;;;;
49.2902872,2.5002769000000002;Bar, café. pmu;;;;;;;;;;60870;"{""addr:housenumber"": ""27"", ""addr:street"": ""Rue Albert Thomas""}"
45.6930143,5.9118397;Au Clos des Bauges;;;;;;;;;;;
48.8884473,2.3170505;Pignon;;;;;;;;;;;
43.2933666,5.5673543;Le Week-End;;;;Mardi-Samedi 07h00-19h30 / Dimanche 07h00-13h00 / Lundi: Close;;;;;;13400;"{""addr:housenumber"": ""11"", ""contact:phone"": ""+33 4 42 03 10 53"", ""addr:city"": ""Aubagne"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Cours Mar\u00e9chal Foch""}"
50.6313897,3.0542287;The Sherlock Pub;"Guinness;Kilkenny;Paix Dieu;Grimbergen_blanche;Grimbergen_fruits_rouges;Grimbergen";;;;;;;;;;"{""source"": ""survey"", ""survey:date"": ""2017-10"", ""food"": ""yes"", ""contact:website"": ""https://www.sherlockpub-lille.fr/"", ""contact:phone"": ""+33 3 74 09 06 63""}"
50.6310839,3.0589568;Le Rallye;;;;;;;;;;;"{""source"": ""survey"", ""survey:date"": ""2017-10""}"
48.7544577,2.2974892000000002;O Grain de Cel;;;;;;;;;;;
48.5793195,7.7487179;Le Douanier;;;;;;;;;;;"{""source:date"": ""2017"", ""source"": ""survey"", ""contact:website"": ""http://ledouanier.fr""}"
45.7195505,1.8312411;L'inattendu;;;;;;;;;;;
47.9026238,-0.351556;Les Camélias;;;;;;;;;;72300;"{""addr:housenumber"": ""15"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Auvers-le-Hamon"", ""addr:street"": ""Place de la Mairie""}"
48.6959205,6.189899;Le National;;;;;;;;;;;"{""source"": ""survey""}"
48.8695039,2.3742946;Hammam bar;;;;;;;;;;;"{""note"": ""entr\u00e9e par le OUR kebab / entrance through OUR kebab"", ""outdoor_seating"": ""no"", ""level"": ""-1""}"
48.8570211,2.341644;Taverne Henry IV;;;;Lundi-Samedi 11h30-23h00;;;;;;75001;"{""addr:housenumber"": ""13"", ""addr:city"": ""Paris"", ""addr:street"": ""Place du Pont Neuf""}"
47.5098057,6.798901;Le Social Bar;;;;;;;;;;;"{""source"": ""SIREN 2017"", ""ref:FR:SIREN"": ""822 902 466 00017""}"
49.6404317,-1.6242841000000001;La Scène;;;;;;;;;;;
49.6422769,-1.6257172;La Carre;;;;;;;;;;;
47.2215449,-1.5573947000000001;Bistro Le Parisien;;;;Mardi-Samedi 9:00-20h00;;;;;;;"{""mapillary"": ""xtGGWRYEFgLjKZXF3jECRQ"", ""survey:date"": ""2018-11-10""}"
43.2993024,5.3748501;Le douze;;;;;;;;;;;
48.8620965,2.3486554;L'HyperBol;various;;;Mardi-Samedi 18h00-03h00;no;;no;;;75001;"{""addr:housenumber"": ""14"", ""outdoor_seating"": ""no"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue des Pr\u00eacheurs""}"
45.7567937,4.8161456;Le temps d'une pause;;;;;;;;;;;"{""contact:city"": ""Lyon"", ""contact:street"": ""Rue de Trion"", ""contact:housenumber"": ""33"", ""contact:country"": ""FR"", ""contact:postcode"": ""69005""}"
48.6948054,2.4827109;Le Royal;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
45.5862524,5.2907949;Au Polymagots;;;;;;;;;;;"{""addr:housenumber"": ""25"", ""addr:street"": ""Boulevard de Champaret""}"
43.2924719,5.5654574;BAR DU BRAS D'OR;;;+33 4 86 36 81 06;;;;;;;13400;"{""addr:housenumber"": ""21"", ""ref:FR:SIRET"": ""50081554300011"", ""addr:city"": ""Aubagne"", ""ref:FR:NAF"": ""5630Z"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Avenue Loulou Delfieu""}"
49.6496121,-1.5807053;;;;;;;;;;;;
43.786883,5.0466425;Brasserie Bellevue;;;;;;;;;;;
48.8320985,2.248721;Pousse Café;;;;;;;;;;;
49.0048816,1.9095944999999999;Bar de l'hotel de ville;;;;;;;;;;;"{""outdoor_seating"": ""no""}"
48.5824154,7.737763;Kitsch'n Bar;Guinness;;;Lundi-Samedi 09h00-01h30;;;;;;;"{""contact:phone"": ""+33 3 88 36 31 20"", ""contact:postcode"": ""67000"", ""contact:housenumber"": ""8"", ""outdoor_seating"": ""yes"", ""currency:XLT"": ""STUK"", ""payment:cash:XLT-STUK"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre;mise \u00e0 jour : 2009"", ""contact:street"": ""Quai Charles Altorffer"", ""contact:city"": ""Strasbourg"", ""internet_access"": ""yes""}"
43.1852078,-0.1145779;Le Barafa;;;;;;;;;;;
48.8755882,2.4222414;Le Gambetta;;;;;;;;;;;
47.202728,-1.5490811;Le Moorea;;;;;;;;;;;
47.2067403,-1.5504859999999998;Café de la Pompe;;;;;;;;;;;
47.8557595,3.9736954;Creperie les vieux volets;;;;;;;;;;89700;"{""addr:housenumber"": ""1"", ""addr:city"": ""Tonnerre"", ""addr:street"": ""Rue de l'H\u00f4tel de Ville""}"
49.1185475,0.0150558;La Vallée d'Auge;;;;;;;;;;;
43.6137523,3.8790951;OL'Dirty Bar;;;;;yes;;;;;34000;"{""addr:housenumber"": ""18"", ""wheelchair:entrance_width"": ""112"", ""addr:city"": ""Montpellier"", ""short_name"": ""ODB"", ""wheelchair:commodities"": ""yes"", ""height:threshold"": ""2"", ""addr:street"": ""Rue des \u00c9coles La\u00efques""}"
43.6131956,3.8770417;Titty Twister;;;;;yes;;;;;;
48.1901061,-3.9865722;;;;;;;;;;;;
49.4253756,2.0844321;L'Écume du Jour;;;;;;;;;;;
45.7743064,3.0936641;3 Monkeys;;;;"Lundi 11h00-16h00; Mardi-Vendredi 11h00-02h00, Samedi 16h00-02h00";;;;;;;
45.0329656,3.0867754;Appart' En Ville;;;;;;;;;;;"{""contact:phone"": ""+33 4 71 20 91 05""}"
48.2775991,-2.7072184;La Parenthèse;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2015"", ""contact:city"": ""Plouguenast"", ""contact:street"": ""Rue Besnard Lano\u00e9"", ""contact:housenumber"": ""10"", ""contact:country"": ""FR"", ""contact:postcode"": ""22150""}"
43.2940615,-0.3771904;Le D'Artagnan;;;+33 5 59 27 61 23;;;;;;;64000;"{""addr:housenumber"": ""9"", ""addr:city"": ""Pau"", ""addr:street"": ""Place de la Monnaie""}"
43.2812208,3.4988619;La Cabane;;;;;;;;;;;"{""source"": ""survey""}"
49.427276,2.8162595;Le Margno’blues;;;;;;;;;;;
49.1882656,-0.0463719;Café du Coiffeur;;;;;;;;;;;
44.0223146,3.3013195;Brasserie du Clos;;;;;;;;;;;"{""source"": ""survey"", ""outdoor_seating"": ""yes""}"
43.0773829,5.8039626;Le Piadon;;;;;;;;;;;
47.0215533,4.8330057;La Dilettante;;https://www.facebook.com/La-Dilettante-Beaune-175786925946189/;+33380214859;;;;;;;21200;"{""addr:housenumber"": ""11"", ""cuisine"": ""regional"", ""description"": ""Wine Bar"", ""source"": ""survey"", ""addr:street"": ""Rue du Faubourg Bretonni\u00e8re"", ""addr:city"": ""Beaune""}"
42.7762993,3.0282103;;;;;;;;;;;;"{""access"": ""customers""}"
48.5759448,-1.3003365;Le Saint-Aubin;;;;;;;;;;;"{""tobacco"": ""yes""}"
48.7789231,-3.0491514;;;;;;;;;;;;"{""source"": ""survey""}"
48.870235,2.3530359;Bar le Prado;;;;;;;;;;;
43.8352983,5.7813111;Le Négociant;;;;;no;;;;;;
42.6212185,3.0216808;Bar glacier;;;;;;;;;;;
49.8475896,1.5678155;Bar des Sports;;;;;;;;;;;
48.8277841,2.3797387;Lounge Bar;;;;;yes;;;;;75013;"{""addr:street"": ""Avenue de France"", ""addr:city"": ""Paris"", ""addr:country"": ""FR""}"
43.831609,5.7837855;Splendid'BAr;;;;;no;;;;;04100;"{""survey:date"": ""2018-08-20"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Manosque"", ""addr:street"": ""Boulevard El\u00e9mir Bourges""}"
47.9892602,-2.3831604;Café des Sports;;;;;;;;;;;
45.9661781,-1.2423261;Jules & Julie;;;+33 5 46759267;;;;;;;;"{""addr:housenumber"": ""179;183"", ""note"": ""WiFi"", ""source"": ""survey"", ""addr:street"": ""Quai du 158e R\u00e9giment d'Infanterie""}"
47.6407264,1.4089149;La Pompadour;;;;;;;;;;;"{""tobacco"": ""yes""}"
43.4997859,6.646009;Open Bar;;;;;;;;;;;
42.8680014,2.6566336;Café des Sports;;;;Sep-Jun off;;;;;;;
49.517839,3.1505166;A la Tête Noire;;;;;;;;;;;
49.5531925,2.5194236;Café du Stade;;;;;;;;;;;
48.0181009,-2.647431;An Goveloù;Paulaner;;;;;;;;;;"{""tobacco"": ""yes""}"
50.4326993,2.8034391999999997;;;;;;;;;;;;
43.5164176,4.1493159;;;;;;;;;;;;"{""cuisine"": ""pizza"", ""takeaway"": ""yes"", ""source"": ""survey 2015""}"
49.1841472,-2.1029164;Biere Atelier;;;;;;;;;;;"{""addr:housenumber"": ""9""}"
43.6006075,1.4681487;Le PoP'In;;;;;;;;;;;
48.6579475,-1.983774;;;;;;;;;;;;
49.4956238,5.9745483;Brasserie Yellow;;;+352 26 57 33 53;;;;;;;4152;"{""addr:housenumber"": ""7"", ""addr:street"": ""Rue Jean Jaur\u00e8s"", ""addr:city"": ""Esch-sur-Alzette"", ""addr:country"": ""LU""}"
44.5328911,5.8200785;Sambade;;;;;;;;;;05400;"{""addr:housenumber"": ""33"", ""addr:city"": ""Veynes"", ""smoking"": ""outside"", ""addr:street"": ""boulevard Gambetta"", ""internet_access"": ""no""}"
43.5303672,6.9293579;Bar Tabac de Minelle;;;;;;;;;;;"{""tobacco"": ""yes""}"
43.2150782,5.3459653;Grand Bar des Goudes;;;;;;;;;;;"{""cuisine"": ""french"", ""contact:website"": ""http://www.grandbardesgoudes.com/""}"
49.8456503,2.3896083;Café de la Mairie;;;;;;;;;;;
45.9418201,-0.9745697999999999;Le Longchamps;;;;;;;;;;;
45.7701676,3.0812272;Le Break;;;;"Lundi 13h00-21h00; Mardi,Mercredi 09h00-22h00; Jeudi,Vendredi 09h00-01h00, Samedi 09h00-21h00";;;;;;;"{""addr:housenumber"": ""16"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2015""}"
49.1801764,3.1244804;Pamukkale;;;+33323597122;;no;;;;;;"{""note"": ""Bar Restaurant"", ""cuisine"": ""kebab"", ""source"": ""survey""}"
45.703426,3.9319103;O Ch'ti 42;;;;;yes;;yes;;;;
48.1932789,0.30004939999999997;A l'assurance contre la soif;;;;;;;;;;72290;"{""addr:housenumber"": ""11"", ""smoking"": ""outside"", ""addr:city"": ""M\u00e9zi\u00e8res-sur-Ponthouin"", ""addr:street"": ""Rue de la Lib\u00e9ration""}"
44.6147413,-1.1216565;El Commandante;;http://www.bar-salsa-arcachon.com;;;;;;;;;"{""source"": ""R\u00e9seau SIRTAQUI - Comit\u00e9 R\u00e9gional de Tourisme d'Aquitaine - www.sirtaqui-aquitaine.com - 12/2014"", ""ref:FR:CRTA"": ""RESAQU033FS001HH""}"
47.6585874,-2.748529;Le Glasgow;;;+33 2 97 54 39 17;;no;;;;;56000;"{""addr:housenumber"": ""10"", ""addr:city"": ""Vannes"", ""operator"": ""Fran\u00e7ois Guillemet"", ""smoking"": ""outside"", ""addr:street"": ""Avenue de Verdun""}"
47.0795365,2.4201867;Le Camélia;;;;;;;;;;;
43.2945608,5.3828907;Living Arts;;;;;;;;;;;
49.9243204,1.07302;Bar des Bains;;;;;;;;;;76200;"{""addr:housenumber"": ""7"", ""addr:city"": ""Dieppe"", ""addr:street"": ""Rue des Bains""}"
43.1362077,5.7553301;Le Nautic;;;;;;;;;;;
48.8690138,2.3548626;La Violette;;;;;;;;;;;
48.6984479,6.1782253;Barami;;;;;;;;;;;"{""addr:housenumber"": ""100"", ""source"": ""GrandNancy""}"
48.3329392,-2.3391932;L'Antre-Amis;;;+33 2 96 80 30 20;;;;;;;;"{""addr:housenumber"": ""2"", ""tobacco"": ""yes"", ""addr:street"": ""Rue de la Forge""}"
48.839012,2.3303818;Le Lithographe;;;+3317132608;;;;;;;;
45.5436237,3.24673;L'Annexe;;;;;;;;;;;
46.9482013,4.2984699;Le Chien Chaud;;;;;;;;;;;
48.8781332,2.5291969;Le Clemenceau;;;;;;;;;;;"{""name:fr"": ""Le Clemenceau""}"
48.8839179,2.5098453;Le Monte Cristo;;;;;;;;;;;"{""name:fr"": ""Le Monte Cristo""}"
48.8921658,2.3748583;Aux Sports;;;;;;;;;;;"{""addr:housenumber"": ""215"", ""addr:street"": ""Rue de Crim\u00e9e""}"
48.768307899999996,7.2581825;bar Le baroque / au bœuf noir;;;;;;;;;;;"{""name:fr"": ""bar Le baroque / au b\u0153uf noir""}"
49.0355398,2.0001702;La Renaissance;;;;;;;;;;;
44.8463878,3.7578177;;;;;;;;;;;;"{""shop"": ""grocery""}"
44.4139386,-0.35693369999999996;Choye;;;;;;;;;;33730;"{""name:fr"": ""Choye"", ""addr:street"": ""Choye""}"
48.5835006,7.7421634;WOW;;;;;;;;;;;"{""name:fr"": ""WOW"", ""name:en"": ""WOW""}"
43.8002333,4.4263072;Le patio des Arts;;;;;;;;;;30230;"{""addr:city"": ""Bouillargues"", ""addr:street"": ""Rue des Ar\u00e8nes""}"
48.6047922,-1.8950689;;;;;;;;;;;;
43.3200513,-0.5789105999999999;;;;;;;;;;;;
49.564176,3.622456;Le Chant des Voyelles;;;+33 3 23230202;;;;;;;;"{""addr:housenumber"": ""42"", ""addr:street"": ""Rue Ch\u00e2telaine""}"
48.859175,2.3498375;O'Sullivans Rebel Red;"Guinness;Carlsberg;Grimbergen;Heineken";;;Dimanche-Jeudi 17h00-02h00, Vendredi-Samedi 17h00-05h00;limited;;no;;;75004;"{""addr:housenumber"": ""10"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue des Lombards""}"
43.1200157,6.0694231;;;;;;;;;;;;
48.8138082,2.3000975;L'Amitié Malakoff;;;;;;;;;;;"{""source"": ""survey""}"
47.3874185,0.7147813;Le Maryland;;;;;;;;;;;
50.7744852,3.1727533;De Croisé;;;;;;;;;;;
48.1075977,-1.6755182;Le Zola Bar;;;;;yes;;yes;;;35000;"{""addr:housenumber"": ""2"", ""cuisine"": ""tapas"", ""addr:city"": ""Rennes"", ""source:addr:version"": ""2016-04-01"", ""source:addr"": ""Rennes M\u00e9tropole"", ""addr:street"": ""Boulevard de la Libert\u00e9"", ""source:addr:housenumber:ref"": ""61022"", ""internet_access"": ""wlan""}"
43.2096452,2.4440057;Les Vignes de Bacchus;;;;;yes;;;;;;"{""wifi"": ""free"", ""description:de"": ""sehr gute Weinstube, Empfehlung!""}"
43.607378,1.4399286;La Fabrique;;;+33 5 61 21 39 46;"Dimanche, Mardi-Vendredi 07h30-02h00; Samedi 11h00-02h30; Lundi 07h30-23h30";;;;;;31000;"{""addr:housenumber"": ""6"", ""addr:street"": ""Place du Peyrou""}"
47.8710438,-3.5525384;bar des amis;;;;;;;;;;;
47.2140447,-1.562546;Le Corneille;;;+33 2 40 69 72 69;;;;;;;;"{""survey:date"": ""2018-10-31"", ""outdoor_seating"": ""yes""}"
42.7665845,1.4803706;Bar des 3000;;;;;;;;;;;"{""internet_access"": ""yes""}"
42.5678119,8.7610199;Tao;;;;;;;;;;;
47.6536076,-1.9883639;La Trinquette;;;;;;;;;;;
49.5051223,6.2769285;Brasserie Les Arcades;;;;;yes;;;;;;
43.538125,6.465591;Bar Des Chasseurs;;;;;;;;;;;
48.6193091,-3.091132;L'Oasis;;;;;yes;;;;;;
48.7341807,-3.1139017;Les deux rivieres;;;;;;;;;;;
50.5380362,3.0803845;;;;;;;;;;;;
43.7388045,4.1818322;Bar des Arènes;;;;;limited;;;;;;
47.5176785,-2.3032649;Le Sarah B.;;;;Lundi-Dimanche,PH 12h00-14h00,19h00-22h00;;;;;;;"{""food"": ""yes"", ""diet:vegetarian"": ""yes"", ""diet:vegan"": ""yes""}"
47.7915641,1.0677616;Le Central Bar;;;;;limited;;;;;;
44.3603972,0.3786971;Le national;;;;;;;;;;;
44.3501368,2.5777706;Café de la Paix;;;;;;;;;;12000;"{""addr:housenumber"": ""3"", ""addr:street"": ""Place Jean Jaur\u00e8s""}"
43.3724959,-1.7756626999999998;Ttipia;;;;;;;;;;;
43.2830952,5.3736906;Bar du Repos;;;;;;;;;;;
43.4565515,2.0026946;Café du Commerce;;;;;yes;;;;;;
45.5903222,5.2764836;The Albion;;https://the-albion.fr/;;;;;;;;38300;"{""addr:housenumber"": ""38"", ""addr:street"": ""Rue du 1er Atelier""}"
45.7699213,4.8032844;Le Delta;;;;;;;;;;;
44.1054519,3.8845293;Le Bistrot;;;;;;;;;;;
48.8706525,2.3467197;Le Petit Bistrot;;;;;;;;;;;
48.8757729,2.3396302;Le Monaco;;;;;;;;;;;"{""smoking"": ""no"", ""source"": ""survey""}"
50.6253236,3.0520708;Le Sérail (chicha);;;;;;;;;;;
43.2941346,5.3808708;Bar de la Fontaine;;;;;;;;;;;
44.5259779,2.2818671999999998;Brasserie de la Place;;;;;;;;;;;
43.598915,1.4427251;Borriquito Café;;http://www.borriquito-cafe.com/;+33 5 61 55 30 08;;;;;;;31000;"{""addr:housenumber"": ""27"", ""source:date"": ""2011-11-06"", ""addr:city"": ""Toulouse"", ""smoking"": ""outside"", ""outdoor_seating"": ""no"", ""addr:street"": ""Rue des Paradoux""}"
46.1271312,3.429663;Le Comptoir;;http://lecomptoir-vichy.fr/;+33 4 70 97 65 68;"Mardi 10h30-24h00; Mercredi-Samedi 00h00-02h00,10h30-24h00; Dimanche 00h00-02h00";yes;;;;;03200;"{""addr:housenumber"": ""5"", ""source"": ""survey"", ""survey:date"": ""2019-08-15"", ""addr:city"": ""Vichy"", ""outdoor_seating"": ""yes"", ""addr:country"": ""FR"", ""addr:street"": ""Place de la Gare""}"
43.6167964,1.4372296;Les Tontons Flingueuses;;;;;;;;;;;"{""description"": ""Bar et Viandes""}"
45.7669987,4.8299891;Le Voxx;;;;;limited;;;;;69001;"{""addr:housenumber"": ""1"", ""addr:city"": ""Lyon"", ""addr:street"": ""Rue d'Alg\u00e9rie""}"
42.6185569,2.4232261;L'Alégria;;;;;;;;;;;
45.7681672,4.8336405;L'Abreuvoir;;;+33 4 72 00 80 53;Lundi-Dimanche 18h00-03h00;;;;;;;
48.5806221,7.7596182;Blue Moon;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre;mise \u00e0 jour : 2009""}"
45.7475962,4.8338401;Bar du Quartier Latin;;;;;;;;;;;"{""created_by"": ""JOSM""}"
45.7415477,4.8527953;L'Escale;;;;;;;;;;;"{""created_by"": ""JOSM""}"
49.1406951,7.0570232;Zur Stenheck;;;;;;;;;;;
48.8659834,2.3791601;Le 114;;http://www.le-114.fr/;;Mercredi-Samedi 20h00-04h30;;;;;;75011;"{""addr:housenumber"": ""114"", ""email"": ""audrey@le-114.fr"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Oberkampf""}"
48.8802602,2.2852551;James Joyce;Guinness;http://www.kittyosheas.com/james_joyce_paris.asp;+33 1 44 09 70 32;Lundi-Dimanche 18h00-01h30;no;;;;;75017;"{""addr:housenumber"": ""71"", ""addr:city"": ""Paris"", ""operator"": ""Kitty O'Shea's"", ""smoking"": ""no"", ""email"": ""jamesjoyceparis@hotmail.com"", ""addr:street"": ""Boulevard Gouvion-Saint-Cyr""}"
47.3266726,5.0330236;La brasserie du Marais;;;;;;;;;;;
45.7220474,4.8903904;Café des Sports;;;;;;;;;;;
45.7673872,4.8575166;Juliette;;https://www.cafejuliette.com/;+33 4 78 52 83 80;;;;;;;;"{""contact:housenumber"": ""41""}"
45.7688393,4.8568256;Dialog;;;;;;;;;;;
48.8662404,2.3855356;Lou Pascalou;;;;;no;;no;;;;
49.4942225,-2.5541095;Houmet Tavern;;;;;;;;;;;
49.4320542,-2.5901731999999997;The Deerhound;;;;;;;;;;;
44.5449037,4.9353855;Les Platanes;;;;;;;;;;;
48.8626607,2.3872306;Au Rond Point;;;;;;;;;;;
44.8304812,-0.5799911999999999;Le Lucifer;"chouffe;tripel_karmeliet;kwak;delirium tremens;Faro";;;;;;;;;;
48.1127875,-1.6810264;La Banque;;;+33 9 77 05 12 19;Lundi-Samedi 18h00-03h00;;;;;;35000;"{""addr:housenumber"": ""5"", ""smoking"": ""outside"", ""addr:city"": ""Rennes"", ""addr:street"": ""All\u00e9e Rallier du Baty""}"
48.8851266,2.3251654999999998;Lush;"guinness;Grolsch";;+33 1 43 87 49 46;Lundi-Dimanche 17h30-01h30;;;;;;75017;"{""addr:housenumber"": ""16"", ""source"": ""survey:2015-04-03"", ""operator"": ""O'Reilly Kenneth"", ""smoking"": ""outside"", ""addr:street"": ""Rue des Dames"", ""internet_access"": ""no""}"
48.9484772,1.9222791;;;;;;;;;;;;"{""created_by"": ""Potlatch 0.10e""}"
48.8595367,2.4030888;Le Gambetta;;;;;;;;;;;
45.186512,5.7434066999999995;Le Clemenceau;;;;;;;;;;;"{""source"": ""v2;cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre;mise \u00e0 jour : 2009""}"
43.6039496,1.4352801;La Couleur de la Culotte;yes;;+33 5 34 44 97 01;"Lundi-Vendredi 08h00-02h00; Samedi 09h00-03h00; Dimanche 09h00-02h00";limited;;;;;31000;"{""addr:housenumber"": ""14"", ""addr:city"": ""Toulouse"", ""addr:street"": ""Place Saint-Pierre""}"
43.6039482,1.4356073;Pub Saint-Pierre;yes;;+33 5 61 21 74 13;"Dimanche-Vendredi 12h00-02h00; Samedi 12h00-03h00";no;;;;;31000;"{""addr:housenumber"": ""11"", ""addr:city"": ""Toulouse"", ""addr:street"": ""Place Saint-Pierre""}"
48.3830573,-4.485385;Tara Inn;Guinness;;;Lundi-Vendredi 12h00-01h00, Samedi,Dimanche 15h00-01h00;;;;;;;
48.6363019,-2.4718513;Baradoz;;;+33296720573;;;;;;;22430;"{""addr:housenumber"": ""66"", ""note"": ""caf\u00e9-bar-brasserie"", ""addr:city"": ""Erquy"", ""source"": ""RLM"", ""addr:street"": ""Rue Du Port""}"
43.6488019,0.5836528999999999;Billard l'Académie;;;;;;;;;;;
43.6484254,0.5849052;;;;;;;;;;;;"{""created_by"": ""Potlatch 0.10f""}"
48.872313,2.3492571;Kouto;yes;https://kouto.business.site/;+33 6 49 28 28 45;Mardi-Samedi 18h00-02h00;;;;;;75010;"{""addr:housenumber"": ""40"", ""cuisine"": ""tapas"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue d'Enghien""}"
49.2360743,4.0068516;Le Tizi;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre ; mise \u00e0 jour : 2008""}"
48.1016131,-3.9992302;;;;;;;;;;;;
48.101839,-3.9987983;;;;;;;;;;;;
45.187727,5.7225484;Le Yassou;;;;;;;;;;;"{""source"": ""survey""}"
44.1244843,3.2228130999999998;;;;;;;;;;;;
48.8667141,2.3660388;Le Little;;;;Lundi-Dimanche 17h00-02h00;;;;;;;
48.8666938,2.3828675;Le Biarritz;;;;;;;;;;;
47.2155595,-1.5505567999999998;Live Bar;;;;;no;;;;;;"{""contact:city"": ""Nantes"", ""contact:street"": ""Rue des \u00c9tats"", ""contact:housenumber"": ""7"", ""contact:country"": ""FR"", ""contact:postcode"": ""44000""}"
48.8644935,2.3509010999999997;Les Cariatides;;;;;;;;;;;
43.700763,7.2820434;Gossip bar;;;;17h00 - 02h30;;;;;;06300;"{""addr:housenumber"": ""7"", ""addr:city"": ""Nice"", ""addr:street"": ""Rue Bonaparte""}"
46.2326815,0.6866443999999999;Hôtel Café de la Paix;;;;;;;;;;;
49.1733915,5.8816410999999995;;;;;;;;;;;;
43.292176,5.3922532;;;;;;no;;;;;;
47.3932984,0.6813399;Doan;;;;;;;;;;37000;"{""addr:housenumber"": ""26"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre ; mise \u00e0 jour : 2008"", ""addr:street"": ""Rue de Ch\u00e2teauneuf""}"
45.7721147,3.08109;Le Nora;;;;;limited;;;;;;
43.2630303,3.3256003;;;;;;;;;;;;
43.8410568,4.3697625;Le Saphyr Bar;;;;;;;;;;;
48.5795439,7.7610512;Le Chariot;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre ; mise \u00e0 jour : 2009"", ""wifi"": ""free""}"
49.615166,3.2193287;"Bar-Tabac ""La Rotonde""";;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre ; mise \u00e0 jour : 2009""}"
48.834455,2.4007736;Le diplomate;;;;"Lundi-Vendredi 07h00-20h30; Dimanche 09h00-20h30";limited;;;;;;
43.836298,4.3637177;Rezo;;;;;;;;;;;
47.5089385,6.6950786;La Coupole;;;;;;;;;;;
48.1122873,-1.6854103999999999;Le gazoline;;;;;;;;;;35000;"{""addr:housenumber"": ""24"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre;mise \u00e0 jour : 2008"", ""source:addr"": ""Rennes M\u00e9tropole"", ""source:addr:version"": ""2016-04-01"", ""addr:street"": ""Rue Nantaise"", ""source:addr:housenumber:ref"": ""60233"", ""addr:city"": ""Rennes""}"
